SF16h_HGT1_120,SF16h_HGT2_120,SF16h_HGT3_120,SF16h_TWT_120,SF16h_WTP_120,SF16h_WTL_120,SF16h_PAN1_120,SF16h_PAN2_120,SF16h_PAN3_120,2016_07_13-14_Leaf_Necrosis,2016_07_13-14_vegetation_index,2016_08_05-08_vegetation_index,2016_07_13_BAP_Leaf_Area,2016_07_13_laser_plant_height,2016_07_light_interception,2016_08_light_interception,2016_09_light_interception,NEG_OARDC
188.0,178.0,200.0,0.35,0.33,0.29,17.0,18.0,19.0,0.76995,0.037831,0.08729,-1.0,0.23541,5.7394,-1.0,25.5298,31.74
227.0,214.0,232.0,0.98,0.95,0.91,20.0,23.0,24.0,0.48232,0.063461,0.071396,-1.0,0.21138,6.3829,-1.0,19.968,35.09
128.0,131.0,118.0,0.41,-1.0,0.32,-1.0,-1.0,-1.0,0.15543,0.053722,0.074106,-1.0,0.33064,7.9391,-1.0,28.598,29.65
222.0,242.0,209.0,0.43,0.42,0.37,18.0,21.0,25.0,0.78766,0.053782,0.079968,-1.0,0.34808,5.2497,-1.0,21.6871,29.24
191.0,176.0,169.0,0.48,0.47,0.43,13.0,12.0,11.0,0.80829,0.03064,-1.0,-1.0,0.52879,15.4749,-1.0,28.2318,36.65
191.0,201.0,178.0,0.64,0.59,0.53,24.0,22.0,21.0,0.23641,-1.0,0.084247,-1.0,0.66068,16.908,-1.0,39.7052,37.39
257.0,306.0,286.0,1.21,-1.0,1.0,-1.0,-1.0,-1.0,0.075557,-1.0,0.076109,-1.0,0.68575,40.708,-1.0,62.3607,31.75
238.0,227.0,233.0,0.81,0.79,0.72,18.0,16.0,19.0,0.34677,0.064552,0.07659,-1.0,0.51982,19.9543,-1.0,47.6626,37.44
174.0,189.0,182.0,0.67,0.61,0.59,22.0,20.0,20.0,0.42602,0.03324,0.080913,-1.0,0.56326,20.6713,-1.0,7.7186,36.94
164.0,162.0,166.0,0.47,0.41,0.37,17.0,16.0,15.0,0.33866,0.046858,0.097402,-1.0,0.5249,19.1333,-1.0,30.8254,35.59
172.0,182.0,159.0,1.11,-1.0,0.94,-1.0,-1.0,-1.0,0.19295,0.02719,0.094936,-1.0,0.30116,15.4296,-1.0,39.3544,35.37
201.0,198.0,201.0,0.29,0.22,0.12,30.0,27.0,26.0,0.32944,0.064189,0.07354,-1.0,0.87125,25.7382,-1.0,17.5906,22.84
254.0,277.0,291.0,1.2,1.17,1.05,22.0,18.0,22.0,0.25093,0.032189,0.086192,-1.0,0.45419,26.3035,-1.0,40.8078,29.52
181.0,203.0,198.0,0.63,0.52,0.5,20.0,19.0,20.0,0.26293,0.085137,0.076516,-1.0,0.78979,27.2144,-1.0,28.6883,29.32
184.0,193.0,196.0,0.96,0.86,0.77,21.0,26.0,21.0,0.63196,0.063064,0.085183,-1.0,0.49748,16.0978,-1.0,35.2191,36.02
166.0,163.0,156.0,0.46,0.38,0.36,17.0,19.0,17.0,0.23303,0.055866,0.083401,-1.0,0.51924,15.9576,-1.0,20.3507,32.72
175.0,175.0,166.0,0.73,0.65,0.59,22.0,20.0,21.0,0.10993,0.037555,0.084369,-1.0,0.44864,8.6466,-1.0,14.5279,34.69
153.0,140.0,133.0,0.82,-1.0,0.67,-1.0,-1.0,-1.0,0.41103,0.038534,0.086994,-1.0,0.52603,18.5384,-1.0,38.7442,34.6
209.0,194.0,200.0,0.68,0.62,0.56,10.0,10.0,11.0,0.37211,0.037176,0.078188,-1.0,0.45311,14.6391,-1.0,27.1507,34.48
167.0,176.0,162.0,0.84,0.79,0.79,17.0,18.0,18.0,0.085452,0.066925,0.084415,-1.0,0.33352,7.7742,-1.0,26.1702,32.41
170.0,181.0,200.0,0.79,0.75,0.69,21.0,17.0,16.0,0.83452,0.04198,0.087602,-1.0,0.44803,9.2832,-1.0,30.2385,36.72
187.0,184.0,163.0,0.54,0.51,0.49,23.0,21.0,20.0,0.14105,0.055937,0.065955,-1.0,0.18543,6.8133,-1.0,20.5639,34.98
232.0,232.0,229.0,0.41,0.4,0.37,13.0,13.0,9.0,0.051943,0.035979,0.069548,-1.0,0.51936,17.9249,-1.0,36.7464,30.27
208.0,202.0,199.0,0.83,0.8,0.73,16.0,18.0,18.0,0.75871,0.020358,0.062898,-1.0,0.4455,12.034,-1.0,40.729,37.27
72.0,79.0,91.0,0.21,0.18,0.11,31.0,24.0,19.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.071,-1.0,-1.0,31.05
71.0,76.0,72.0,0.12,0.06,0.05,20.0,20.0,20.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.7273,-1.0,-1.0,30.21
147.0,166.0,141.0,0.5,0.45,0.41,15.0,14.0,16.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.774,-1.0,-1.0,39.8
89.0,90.0,86.0,0.31,0.27,0.2,30.0,30.0,27.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.4727,-1.0,-1.0,33.52
127.0,133.0,135.0,0.39,0.31,0.28,18.0,16.0,19.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.5532,-1.0,-1.0,30.76
111.0,114.0,126.0,0.65,0.59,0.54,15.0,17.0,13.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.485,-1.0,-1.0,30.17
113.0,105.0,109.0,0.24,0.19,0.19,21.0,20.0,17.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0809,-1.0,-1.0,25.91
114.0,118.0,115.0,0.25,0.23,0.19,25.0,27.0,23.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0807,-1.0,-1.0,28.86
59.0,62.0,57.0,0.17,0.13,0.09,13.0,13.0,12.0,-1.0,-1.0,-1.0,-1.0,-1.0,13.408,-1.0,-1.0,30.09
121.0,133.0,134.0,0.29,0.24,0.22,23.0,27.0,24.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.737,-1.0,-1.0,26.14
100.0,107.0,101.0,0.21,0.17,0.16,16.0,14.0,14.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.3786,-1.0,-1.0,31.07
214.0,209.0,199.0,0.88,0.66,0.6,36.0,43.0,34.0,-1.0,-1.0,-1.0,-1.0,-1.0,11.5463,-1.0,-1.0,24.66
99.0,102.0,120.0,0.81,0.72,0.65,17.0,15.0,20.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.0526,-1.0,-1.0,30.72
100.0,108.0,109.0,0.35,0.29,0.25,16.0,18.0,22.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.6476,-1.0,-1.0,35.13
95.0,90.0,86.0,0.28,0.25,0.2,19.0,19.0,22.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.6255,-1.0,-1.0,32.63
144.0,150.0,132.0,0.42,0.4,0.37,21.0,22.0,23.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.2538,-1.0,-1.0,31.19
119.0,122.0,105.0,0.26,0.25,0.25,14.0,17.0,12.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.5852,-1.0,-1.0,33.96
111.0,114.0,95.0,0.25,0.23,0.19,13.0,11.0,14.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.117,-1.0,-1.0,31.74
154.0,158.0,172.0,0.59,0.56,0.53,16.0,14.0,13.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.1139,-1.0,-1.0,36.94
84.0,79.0,77.0,0.2,0.12,0.07,23.0,19.0,21.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,27.6
73.0,76.0,81.0,0.23,0.14,0.09,19.0,21.0,22.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,29.67
147.0,142.0,123.0,0.33,0.23,0.19,22.0,14.0,16.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,27.66
75.0,72.0,38.0,0.19,0.17,0.1,11.0,14.0,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,34.1
109.0,109.0,104.0,0.51,0.43,0.37,17.0,18.0,17.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,33.0
102.0,100.0,94.0,0.41,0.38,0.37,20.0,12.0,17.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,33.31
